word,word_length,by_word_count_guessed,by_word_count_missed,by_word_count_total,by_letter_count_guessed,by_letter_count_missed,by_letter_count_total
eMusic,6,3,0,3,3,0,3
eMusic's,8,4,0,4,4,0,4
each,4,2,2,4,2,2,4
eager,5,4,3,7,4,3,7
eagerer,7,2,1,3,2,0,2
eagerest,8,2,0,2,2,0,2
eagerly,7,4,2,6,3,2,5
eagerness,9,2,0,2,2,0,2
eagerness's,11,2,0,2,2,0,2
eagle,5,3,2,5,3,2,5
eagle's,7,5,2,7,5,1,6
eagles,6,4,0,4,4,1,5
eaglet,6,3,2,5,3,3,6
eaglet's,8,5,0,5,4,2,6
eaglets,7,4,1,5,3,2,5
ear,3,3,10,13,3,9,12
ear's,5,4,2,6,4,2,6
earache,7,3,1,4,3,0,3
earache's,9,5,0,5,4,0,4
earaches,8,4,1,5,4,1,5
earbud,6,5,2,7,5,2,7
earbud's,8,7,1,8,5,2,7
earbuds,7,6,2,8,6,2,8
eardrum,7,3,2,5,3,2,5
eardrum's,9,5,0,5,5,0,5
eardrums,8,3,1,4,3,1,4
earful,6,4,3,7,4,3,7
earful's,8,6,2,8,6,1,7
earfuls,7,5,3,8,5,3,8
earl,4,4,1,5,4,0,4
earl's,6,6,0,6,6,0,6
earldom,7,4,2,6,4,2,6
earldom's,9,6,0,6,5,1,6
earldoms,8,5,1,6,4,2,6
earlier,7,3,2,5,2,2,4
earliest,8,4,0,4,4,0,4
earliness,9,4,0,4,4,0,4
earliness's,11,5,0,5,5,0,5
earlobe,7,4,2,6,4,1,5
earlobe's,9,6,1,7,6,1,7
earlobes,8,3,1,4,3,1,4
earls,5,5,2,7,5,2,7
early,5,2,4,6,3,4,7
earmark,7,3,3,6,3,3,6
earmark's,9,5,1,6,5,1,6
earmarked,9,3,1,4,3,1,4
earmarking,10,5,1,6,4,1,5
earmarks,8,3,1,4,3,1,4
earmuff,7,3,3,6,3,3,6
earmuff's,9,6,0,6,4,1,5
earmuffs,8,5,1,6,6,1,7
earn,4,3,3,6,4,2,6
earned,6,3,2,5,3,0,3
earner,6,2,5,7,2,3,5
earner's,8,4,2,6,3,3,6
earners,7,3,2,5,3,1,4
earnest,7,4,0,4,4,0,4
earnest's,9,3,1,4,2,0,2
earnestly,9,2,0,2,2,0,2
earnestness,11,2,0,2,2,0,2
earnestness's,13,2,0,2,2,0,2
earnests,8,2,0,2,2,0,2
earning,7,3,1,4,3,1,4
earnings,8,6,2,8,4,0,4
earnings's,10,4,0,4,3,0,3
earns,5,4,3,7,4,3,7
earphone,8,2,1,3,2,1,3
earphone's,10,4,1,5,4,0,4
earphones,9,3,0,3,3,0,3
earplug,7,4,2,6,4,2,6
earplug's,9,5,1,6,5,0,5
earplugs,8,5,3,8,5,1,6
earring,7,5,3,8,5,3,8
earring's,9,5,0,5,4,0,4
earrings,8,3,1,4,5,0,5
ears,4,4,7,11,3,3,6
earshot,7,2,1,3,2,1,3
earshot's,9,3,1,4,2,1,3
earsplitting,12,4,0,4,4,0,4
earth,5,3,3,6,4,3,7
earth's,7,4,2,6,4,2,6
earthed,7,4,1,5,4,1,5
earthen,7,3,2,5,2,2,4
earthenware,11,1,2,3,1,1,2
earthenware's,13,3,0,3,2,0,2
earthier,8,2,2,4,2,2,4
earthiest,9,2,0,2,2,0,2
earthiness,10,3,0,3,3,0,3
earthiness's,12,2,0,2,2,0,2
earthing,8,6,1,7,5,1,6
earthlier,9,2,2,4,2,3,5
earthliest,10,4,0,4,4,0,4
earthling,9,6,1,7,6,1,7
earthling's,11,5,1,6,4,0,4
earthlings,10,5,0,5,4,0,4
earthly,7,4,2,6,4,2,6
earthquake,10,2,1,3,2,1,3
earthquake's,12,3,0,3,3,0,3
earthquakes,11,3,0,3,3,0,3
earths,6,3,1,4,3,1,4
earthshaking,12,3,0,3,3,0,3
earthward,9,6,2,8,2,2,4
earthwork,9,8,2,10,8,2,10
earthwork's,11,10,0,10,10,1,11
earthworks,10,9,0,9,9,1,10
earthworm,9,7,3,10,7,3,10
earthworm's,11,9,1,10,9,2,11
earthworms,10,8,1,9,8,2,10
earthy,6,3,3,6,3,3,6
earwax,6,3,2,5,3,2,5
earwax's,8,5,1,6,4,1,5
earwig,6,2,4,6,2,4,6
earwig's,8,6,1,7,5,2,7
earwigs,7,4,3,7,4,3,7
ease,4,3,2,5,3,2,5
ease's,6,3,1,4,3,1,4
eased,5,2,1,3,3,0,3
easel,5,3,1,4,2,1,3
easel's,7,4,1,5,4,1,5
easels,6,2,1,3,2,1,3
eases,5,2,0,2,2,0,2
easier,6,4,1,5,4,2,6
easiest,7,3,0,3,2,0,2
easily,6,5,0,5,5,0,5
easiness,8,2,0,2,2,0,2
easiness's,10,2,0,2,2,0,2
easing,6,4,1,5,4,1,5
east,4,4,1,5,4,1,5
east's,6,4,0,4,3,0,3
eastbound,9,6,0,6,5,1,6
easterlies,10,2,0,2,2,0,2
easterly,8,2,0,2,2,0,2
easterly's,10,2,0,2,2,0,2
eastern,7,2,1,3,5,0,5
easterner,9,2,0,2,2,0,2
easterner's,11,2,0,2,2,0,2
easterners,10,2,0,2,2,0,2
easternmost,11,3,0,3,2,0,2
eastward,8,4,0,4,3,0,3
eastwards,9,2,1,3,4,1,5
easy,4,3,2,5,3,2,5
easygoing,9,5,1,6,6,0,6
eat,3,3,6,9,3,5,8
eatable,7,2,2,4,2,1,3
eatable's,9,5,1,6,4,1,5
eatables,8,3,2,5,3,2,5
eaten,5,1,4,5,1,4,5
eater,5,4,2,6,4,2,6
eater's,7,5,1,6,5,1,6
eateries,8,3,0,3,3,0,3
eaters,6,5,0,5,5,0,5
eatery,6,3,1,4,3,1,4
eatery's,8,3,0,3,3,0,3
eating,6,5,1,6,4,3,7
eats,4,4,3,7,3,1,4
eave,4,2,1,3,2,3,5
eave's,6,4,2,6,4,2,6
eaves,5,4,0,4,4,0,4
eavesdrop,9,3,0,3,2,1,3
eavesdropped,12,6,1,7,4,1,5
eavesdropper,12,6,1,7,4,1,5
eavesdropper's,14,2,1,3,2,1,3
eavesdroppers,13,2,1,3,2,0,2
eavesdropping,13,5,0,5,4,0,4
eavesdrops,10,3,0,3,3,0,3
ebb,3,2,5,7,2,5,7
ebb's,5,4,4,8,4,4,8
ebbed,5,3,2,5,3,2,5
ebbing,6,5,2,7,5,1,6
ebbs,4,3,6,9,3,6,9
ebonies,7,4,0,4,4,0,4
ebony,5,4,2,6,4,2,6
ebony's,7,6,1,7,6,1,7
ebullience,10,4,1,5,2,1,3
ebullience's,12,5,0,5,3,0,3
ebullient,9,5,1,6,6,1,7
eccentric,9,2,1,3,2,1,3
eccentric's,11,3,0,3,3,0,3
eccentrically,13,3,1,4,4,1,5
eccentricities,14,3,0,3,2,0,2
eccentricity,12,2,1,3,2,1,3
eccentricity's,14,3,0,3,3,0,3
eccentrics,10,4,0,4,3,0,3
ecclesiastic,12,2,0,2,3,0,3
ecclesiastic's,14,3,0,3,2,0,2
ecclesiastical,14,2,0,2,2,0,2
ecclesiastics,13,1,0,1,1,0,1
echelon,7,2,1,3,2,1,3
echelon's,9,3,0,3,3,1,4
echelons,8,4,1,5,4,1,5
echo,4,3,6,9,3,6,9
echo's,6,5,5,10,5,5,10
echoed,6,3,1,4,3,1,4
echoes,6,3,2,5,3,2,5
echoing,7,5,1,6,5,2,7
echos,5,5,3,8,5,3,8
eclectic,8,2,2,4,2,2,4
eclectic's,10,4,0,4,3,1,4
eclectically,12,4,1,5,4,1,5
eclecticism,11,4,0,4,4,0,4
eclecticism's,13,5,0,5,4,0,4
eclectics,9,2,2,4,3,1,4
eclipse,7,5,1,6,3,1,4
eclipse's,9,6,1,7,3,0,3
eclipsed,8,4,0,4,4,0,4
eclipses,8,5,0,5,3,0,3
eclipsing,9,3,0,3,3,0,3
ecliptic,8,4,1,5,4,1,5
ecliptic's,10,3,1,4,4,0,4
ecological,10,6,1,7,5,1,6
ecologically,12,7,1,8,4,1,5
ecologist,9,7,0,7,7,0,7
ecologist's,11,8,1,9,8,0,8
ecologists,10,7,1,8,7,0,7
ecology,7,5,3,8,5,3,8
ecology's,9,7,2,9,7,2,9
econometric,11,2,2,4,2,1,3
economic,8,3,1,4,3,1,4
economical,10,6,1,7,5,1,6
economically,12,7,1,8,4,1,5
economics,9,3,1,4,3,2,5
economics's,11,4,0,4,3,0,3
economies,9,3,1,4,3,1,4
economist,9,6,1,7,6,1,7
economist's,11,6,1,7,7,1,8
economists,10,4,1,5,6,1,7
economize,9,2,2,4,2,2,4
economized,10,4,2,6,3,2,5
economizes,10,3,1,4,4,1,5
economizing,11,5,1,6,3,1,4
economy,7,4,4,8,4,4,8
economy's,9,6,3,9,6,3,9
ecosystem,9,2,0,2,2,0,2
ecosystem's,11,3,0,3,2,0,2
ecosystems,10,2,0,2,2,0,2
ecotourism,10,3,0,3,3,0,3
ecotourism's,12,5,0,5,3,1,4
ecru,4,2,5,7,2,6,8
ecru's,6,4,4,8,3,5,8
ecstasies,9,3,0,3,3,0,3
ecstasy,7,2,1,3,2,0,2
ecstasy's,9,3,0,3,3,0,3
ecstatic,8,3,0,3,3,0,3
ecstatically,12,3,0,3,4,0,4
ecumenical,10,2,1,3,3,1,4
ecumenically,12,3,1,4,3,1,4
eczema,6,3,2,5,3,2,5
eczema's,8,3,2,5,3,2,5
edamame,7,3,1,4,3,0,3
eddied,6,2,1,3,2,0,2
eddies,6,3,1,4,2,0,2
eddy,4,3,4,7,3,4,7
eddy's,6,5,3,8,5,3,8
eddying,7,5,2,7,5,1,6
edelweiss,9,2,0,2,2,0,2
edelweiss's,11,2,0,2,2,0,2
edema,5,2,4,6,2,4,6
edema's,7,6,0,6,6,0,6
edge,4,1,3,4,1,3,4
edge's,6,3,3,6,3,3,6
edged,5,2,2,4,2,2,4
edger,5,3,4,7,3,4,7
edges,5,2,1,3,2,1,3
edgeways,8,2,3,5,2,3,5
edgewise,8,2,0,2,2,0,2
edgier,6,2,1,3,2,0,2
edgiest,7,4,1,5,4,1,5
edginess,8,2,0,2,2,0,2
edginess's,10,2,0,2,2,0,2
edging,6,4,1,5,4,1,5
edging's,8,6,1,7,7,0,7
edgings,7,4,1,5,4,1,5
edgy,4,3,4,7,3,4,7
edibility,9,3,1,4,1,4,5
edibility's,11,4,1,5,3,0,3
edible,6,2,2,4,2,2,4
edible's,8,3,3,6,3,3,6
edibles,7,3,1,4,3,1,4
edict,5,5,1,6,5,1,6
edict's,7,5,2,7,5,2,7
edicts,6,6,1,7,6,1,7
edification,11,7,1,8,3,1,4
edification's,13,9,0,9,4,0,4
edifice,7,2,2,4,2,1,3
edifice's,9,4,2,6,4,2,6
edifices,8,3,0,3,3,0,3
edified,7,2,1,3,2,1,3
edifies,7,3,1,4,3,1,4
edify,5,3,4,7,3,4,7
edifying,8,4,2,6,4,2,6
edit,4,4,3,7,4,3,7
edit's,6,6,4,10,6,4,10
editable,8,5,1,6,6,2,8
edited,6,2,1,3,2,0,2
editing,7,6,1,7,5,1,6
edition,7,3,1,4,3,1,4
edition's,9,4,1,5,4,1,5
editions,8,3,2,5,3,1,4
editor,6,2,3,5,3,2,5
editor's,8,6,2,8,5,2,7
editorial,9,2,1,3,3,2,5
editorial's,11,4,0,4,3,0,3
editorialize,12,1,1,2,1,1,2
editorialized,13,1,1,2,1,1,2
editorializes,13,3,0,3,3,0,3
editorializing,14,1,1,2,1,1,2
editorially,11,2,1,3,2,1,3
editorials,10,4,0,4,3,0,3
editors,7,4,2,6,4,2,6
editorship,10,4,0,4,3,0,3
edits,5,5,1,6,5,1,6
educable,8,4,2,6,5,3,8
educate,7,5,1,6,5,1,6
educated,8,2,1,3,2,1,3
educates,8,4,1,5,4,1,5
educating,9,5,3,8,5,3,8
education,9,8,1,9,8,1,9
education's,11,10,0,10,10,0,10
educational,11,2,1,3,2,1,3
educationally,13,5,1,6,2,1,3
educations,10,9,0,9,9,0,9
educator,8,7,2,9,7,3,10
educator's,10,9,0,9,9,1,10
educators,9,8,2,10,8,1,9
eel,3,1,2,3,1,2,3
eel's,5,2,0,2,2,0,2
eels,4,2,1,3,2,0,2
eerie,5,1,1,2,1,1,2
eerier,6,1,0,1,1,0,1
eeriest,7,2,0,2,1,0,1
eerily,6,1,0,1,1,0,1
eeriness,8,2,0,2,2,0,2
eeriness's,10,2,0,2,2,0,2
eery,4,1,2,3,1,1,2
efface,6,3,4,7,2,4,6
effaced,7,3,4,7,4,3,7
effacement,10,4,1,5,3,1,4
effacement's,12,5,0,5,4,0,4
effaces,7,4,2,6,4,2,6
effacing,8,4,4,8,6,1,7
effect,6,4,1,5,4,1,5
effect's,8,4,1,5,4,1,5
effected,8,5,1,6,4,2,6
effecting,9,7,1,8,6,1,7
effective,9,2,1,3,2,1,3
effectively,11,2,1,3,2,1,3
effectiveness,13,3,0,3,2,0,2
effectiveness's,15,3,0,3,2,0,2
effects,7,5,1,6,5,1,6
effectual,9,2,2,4,2,2,4
effectually,11,3,2,5,3,1,4
effectuate,10,3,1,4,2,1,3
effectuated,11,1,2,3,2,1,3
effectuates,11,3,0,3,3,0,3
effectuating,12,4,2,6,4,1,5
effeminacy,10,2,1,3,2,1,3
effeminacy's,12,3,0,3,2,1,3
effeminate,10,3,1,4,2,1,3
effervesce,10,3,0,3,2,1,3
effervesced,11,2,0,2,2,0,2
effervescence,13,3,0,3,2,0,2
effervescence's,15,3,0,3,2,0,2
effervescent,12,2,0,2,2,0,2
effervesces,11,2,1,3,2,0,2
effervescing,12,2,0,2,2,0,2
effete,6,1,1,2,1,1,2
efficacious,11,5,0,5,4,0,4
efficaciously,13,6,0,6,4,0,4
efficacy,8,4,1,5,3,1,4
efficacy's,10,3,1,4,3,0,3
efficiencies,12,2,0,2,2,0,2
efficiency,10,2,1,3,2,1,3
efficiency's,12,3,0,3,3,0,3
efficient,9,4,2,6,4,2,6
efficiently,11,2,2,4,2,1,3
effigies,8,3,1,4,3,1,4
effigy,6,4,2,6,4,3,7
effigy's,8,4,3,7,5,2,7
effluent,8,5,1,6,3,1,4
effluent's,10,3,0,3,3,0,3
effluents,9,3,0,3,4,0,4
effort,6,4,3,7,5,2,7
effort's,8,7,1,8,6,1,7
effortless,10,3,0,3,3,0,3
effortlessly,12,2,0,2,2,0,2
efforts,7,5,3,8,6,2,8
effrontery,10,2,1,3,2,1,3
effrontery's,12,4,0,4,3,0,3
effulgence,10,4,1,5,2,1,3
effulgence's,12,5,0,5,3,0,3
effulgent,9,4,1,5,4,1,5
effusion,8,5,0,5,5,0,5
effusion's,10,5,1,6,6,0,6
effusions,9,4,0,4,4,1,5
effusive,8,3,0,3,3,0,3
effusively,10,3,0,3,3,0,3
effusiveness,12,4,0,4,2,0,2
effusiveness's,14,3,0,3,2,0,2
egalitarian,11,3,1,4,3,1,4
egalitarian's,13,3,0,3,4,0,4
egalitarianism,14,2,0,2,2,0,2
egalitarianism's,16,3,0,3,2,0,2
egalitarians,12,4,0,4,4,0,4
egg,3,2,4,6,2,3,5
egg's,5,4,3,7,4,3,7
eggbeater,9,4,1,5,3,1,4
eggbeater's,11,6,0,6,5,0,5
eggbeaters,10,2,1,3,3,1,4
egged,5,2,3,5,2,3,5
egghead,7,1,2,3,1,2,3
egghead's,9,3,0,3,3,1,4
eggheads,8,4,1,5,3,1,4
egging,6,4,1,5,4,1,5
eggnog,6,2,3,5,2,3,5
eggnog's,8,4,2,6,3,2,5
eggplant,8,4,2,6,3,2,5
eggplant's,10,7,0,7,3,1,4
eggplants,9,4,1,5,4,1,5
eggs,4,3,5,8,3,5,8
eggshell,8,2,1,3,2,1,3
eggshell's,10,3,1,4,2,1,3
eggshells,9,2,1,3,2,1,3
egis,4,3,5,8,3,5,8
egis's,6,4,2,6,4,2,6
eglantine,9,4,1,5,3,1,4
eglantine's,11,3,0,3,3,0,3
eglantines,10,5,0,5,4,0,4
ego,3,3,2,5,3,2,5
ego's,5,5,2,7,5,2,7
egocentric,10,3,1,4,3,1,4
egocentric's,12,3,0,3,3,0,3
egocentrics,11,4,0,4,4,0,4
egoism,6,6,0,6,6,0,6
egoism's,8,7,0,7,7,0,7
egoist,6,5,1,6,5,1,6
egoist's,8,6,1,7,6,1,7
egoistic,8,3,0,3,3,0,3
egoists,7,5,1,6,5,1,6
egos,4,4,3,7,4,3,7
egotism,7,5,0,5,4,0,4
egotism's,9,6,0,6,5,0,5
egotist,7,4,0,4,4,0,4
egotist's,9,5,0,5,5,0,5
egotistic,9,3,0,3,2,1,3
egotistical,11,3,0,3,3,0,3
egotistically,13,5,0,5,3,0,3
egotists,8,3,0,3,4,0,4
egregious,9,3,1,4,3,0,3
egregiously,11,6,1,7,4,1,5
egress,6,3,0,3,3,0,3
egress's,8,4,0,4,4,0,4
egresses,8,3,0,3,3,0,3
egret,5,2,2,4,2,2,4
egret's,7,4,1,5,4,1,5
egrets,6,3,1,4,3,1,4
eh,2,2,4,6,2,4,6
eider,5,3,4,7,3,4,7
eider's,7,5,2,7,5,2,7
eiderdown,9,3,1,4,3,1,4
eiderdown's,11,3,0,3,3,0,3
eiderdowns,10,3,0,3,4,0,4
eiders,6,5,1,6,5,1,6
eigenvalue,10,4,1,5,4,2,6
eigenvalues,11,5,0,5,5,0,5
eight,5,2,1,3,2,1,3
eight's,7,4,0,4,4,0,4
eighteen,8,2,1,3,2,1,3
eighteen's,10,3,0,3,3,0,3
eighteens,9,3,0,3,3,0,3
eighteenth,10,1,1,2,1,1,2
eighteenth's,12,2,0,2,2,0,2
eighteenths,11,2,0,2,2,0,2
eighth,6,4,1,5,3,1,4
eighth's,8,6,0,6,4,0,4
eighths,7,3,4,7,3,4,7
eighties,8,3,0,3,3,0,3
eightieth,9,2,1,3,2,1,3
eightieth's,11,4,0,4,3,0,3
eightieths,10,2,2,4,2,2,4
eights,6,4,3,7,4,3,7
eighty,6,4,1,5,3,1,4
eighty's,8,6,0,6,4,0,4
either,6,2,3,5,3,3,6
ejaculate,9,3,2,5,3,2,5
ejaculated,10,5,1,6,5,1,6
ejaculates,10,4,1,5,4,1,5
ejaculating,11,7,1,8,3,2,5
ejaculation,11,4,1,5,4,1,5
ejaculation's,13,7,0,7,5,0,5
ejaculations,12,6,0,6,5,0,5
eject,5,4,3,7,4,3,7
ejected,7,5,1,6,5,0,5
ejecting,8,7,1,8,7,1,8
ejection,8,7,1,8,7,1,8
ejection's,10,9,0,9,9,0,9
ejections,9,8,1,9,8,1,9
ejects,6,5,2,7,5,2,7
eke,3,2,3,5,2,3,5
eked,4,3,4,7,3,3,6
ekes,4,3,1,4,3,0,3
eking,5,4,6,10,4,6,10
elaborate,9,6,1,7,6,1,7
elaborated,10,5,1,6,5,1,6
elaborately,11,2,2,4,1,2,3
elaborateness,13,3,0,3,2,0,2
elaborateness's,15,3,0,3,2,0,2
elaborates,10,7,0,7,7,0,7
elaborating,11,7,1,8,9,1,10
elaboration,11,8,1,9,8,1,9
elaboration's,13,10,0,10,10,0,10
elaborations,12,6,0,6,5,0,5
elapse,6,3,3,6,3,3,6
elapsed,7,4,1,5,4,1,5
elapses,7,3,2,5,3,1,4
elapsing,8,6,0,6,6,0,6
elastic,7,3,0,3,3,0,3
elastic's,9,4,0,4,3,0,3
elasticity,10,4,0,4,3,0,3
elasticity's,12,3,0,3,3,0,3
elastics,8,3,0,3,3,0,3
elate,5,4,1,5,4,1,5
elated,6,4,3,7,4,2,6
elates,6,5,0,5,5,1,6
elating,7,5,3,8,5,3,8
elation,7,5,1,6,4,1,5
elation's,9,4,0,4,6,1,7
elbow,5,3,4,7,2,5,7
elbow's,7,4,4,8,4,4,8
elbowed,7,3,4,7,3,4,7
elbowing,8,5,2,7,5,2,7
elbowroom,9,2,3,5,2,3,5
elbowroom's,11,3,0,3,3,1,4
elbows,6,4,3,7,3,4,7
elder,5,3,2,5,3,2,5
elder's,7,5,1,6,5,1,6
elderberries,12,4,0,4,4,0,4
elderberry,10,2,2,4,1,2,3
elderberry's,12,4,1,5,2,1,3
eldercare,9,1,2,3,1,2,3
eldercare's,11,2,0,2,2,0,2
elderly,7,4,2,6,3,2,5
elders,6,4,2,6,4,2,6
eldest,6,3,1,4,2,1,3
elect,5,3,4,7,3,4,7
elect's,7,5,2,7,5,2,7
elected,7,5,2,7,5,1,6
electing,8,7,2,9,7,2,9
election,8,7,2,9,7,2,9
election's,10,9,1,10,9,1,10
electioneer,11,2,2,4,1,1,2
electioneered,13,2,1,3,2,1,3
electioneering,14,2,1,3,2,1,3
electioneers,12,2,0,2,2,0,2
elections,9,7,2,9,7,2,9
elective,8,2,2,4,3,2,5
elective's,10,4,0,4,4,0,4
electives,9,3,0,3,3,0,3
elector,7,2,2,4,2,2,4
elector's,9,5,1,6,4,1,5
electoral,9,4,1,5,2,1,3
electorate,10,3,1,4,2,1,3
electorate's,12,4,0,4,3,0,3
electorates,11,4,0,4,2,1,3
electors,8,4,0,4,4,0,4
electric,8,2,2,4,2,2,4
electrical,10,1,2,3,1,2,3
electrically,12,3,1,4,3,1,4
electrician,11,4,1,5,3,1,4
electrician's,13,4,0,4,5,0,5
electricians,12,3,0,3,3,0,3
electricity,11,3,2,5,3,1,4
electricity's,13,3,0,3,5,0,5
electrification,15,2,1,3,3,1,4
electrification's,17,3,0,3,4,0,4
electrified,11,3,2,5,3,1,4
electrifies,11,4,0,4,4,0,4
electrify,9,4,1,5,3,1,4
electrifying,12,7,1,8,4,1,5
electrocardiogram,17,3,0,3,2,0,2
electrocardiogram's,19,12,0,12,12,0,12
electrocardiograms,18,2,0,2,2,0,2
electrocardiograph,18,1,1,2,1,1,2
electrocardiograph's,20,1,0,1,1,0,1
electrocardiographs,19,11,1,12,11,1,12
electrocute,11,2,2,4,3,1,4
electrocuted,12,1,2,3,1,2,3
electrocutes,12,3,0,3,4,0,4
electrocuting,13,5,1,6,3,1,4
electrocution,13,4,1,5,3,1,4
electrocution's,15,3,0,3,4,0,4
electrocutions,14,3,0,3,4,0,4
electrode,9,3,1,4,3,1,4
electrode's,11,5,0,5,4,0,4
electrodes,10,3,1,4,3,0,3
electrodynamics,15,3,0,3,3,0,3
electroencephalogram,20,1,0,1,1,0,1
electroencephalogram's,22,3,0,3,7,0,7
electroencephalograms,21,3,0,3,7,0,7
electroencephalograph,21,3,0,3,7,0,7
electroencephalograph's,23,1,0,1,1,0,1
electroencephalographs,22,3,0,3,7,0,7
electrolysis,12,3,0,3,3,0,3
electrolysis's,14,2,0,2,2,0,2
electrolyte,11,2,2,4,3,1,4
electrolyte's,13,3,0,3,2,0,2
electrolytes,12,3,0,3,4,0,4
electrolytic,12,4,1,5,4,1,5
electromagnet,13,4,2,6,2,2,4
electromagnet's,15,3,0,3,2,1,3
electromagnetic,15,2,1,3,2,1,3
electromagnetism,16,2,0,2,3,0,3
electromagnetism's,18,3,0,3,3,0,3
electromagnets,14,3,0,3,2,1,3
electron,8,5,2,7,5,2,7
electron's,10,7,1,8,7,1,8
electronic,10,2,1,3,2,1,3
electronica,11,3,1,4,3,1,4
electronica's,13,4,0,4,3,0,3
electronically,14,3,1,4,3,1,4
electronics,11,4,0,4,3,0,3
electronics's,13,4,0,4,3,0,3
electrons,9,6,1,7,6,1,7
electroplate,12,1,2,3,1,2,3
electroplated,13,4,2,6,2,2,4
electroplates,13,3,0,3,3,0,3
electroplating,14,2,1,3,3,1,4
electrostatic,13,2,1,3,2,0,2
elects,6,4,3,7,4,3,7
elegance,8,2,2,4,3,2,5
elegance's,10,3,1,4,3,1,4
elegant,7,3,1,4,3,1,4
elegantly,9,2,1,3,2,1,3
elegiac,7,3,1,4,3,1,4
elegiac's,9,3,2,5,3,2,5
elegiacs,8,4,0,4,4,0,4
elegies,7,4,0,4,3,1,4
elegy,5,1,5,6,1,5,6
elegy's,7,4,3,7,4,3,7
element,7,2,1,3,2,1,3
element's,9,6,0,6,6,0,6
elemental,9,1,1,2,1,1,2
elementary,10,1,1,2,1,1,2
elements,8,5,0,5,5,0,5
elephant,8,2,1,3,2,1,3
elephant's,10,3,0,3,3,0,3
elephantine,11,2,2,4,2,1,3
elephants,9,3,1,4,3,1,4
elevate,7,3,1,4,3,0,3
elevated,8,3,2,5,3,2,5
elevates,8,4,0,4,4,0,4
elevating,9,5,2,7,7,1,8
elevation,9,5,2,7,7,1,8
elevation's,11,7,1,8,7,1,8
elevations,10,6,1,7,6,1,7
elevator,8,5,1,6,5,1,6
elevator's,10,7,0,7,7,0,7
elevators,9,6,0,6,4,0,4
eleven,6,2,0,2,2,0,2
eleven's,8,4,1,5,4,1,5
elevens,7,3,0,3,1,1,2
eleventh,8,1,1,2,1,1,2
eleventh's,10,2,0,2,2,0,2
elevenths,9,5,1,6,5,1,6
elf,3,3,3,6,3,3,6
elf's,5,5,1,6,5,1,6
elfin,5,3,3,6,4,3,7
elfish,6,4,1,5,4,1,5
elicit,6,4,1,5,4,1,5
elicited,8,3,2,5,3,2,5
eliciting,9,3,1,4,3,1,4
elicits,7,3,3,6,3,3,6
elide,5,4,2,6,4,2,6
elided,6,4,1,5,4,0,4
elides,6,5,1,6,5,0,5
eliding,7,5,2,7,5,1,6
eligibility,11,2,1,3,2,1,3
eligibility's,13,3,1,4,3,0,3
eligible,8,2,2,4,2,2,4
eliminate,9,4,1,5,4,1,5
eliminated,10,5,1,6,5,1,6
eliminates,10,5,0,5,5,0,5
eliminating,11,3,1,4,3,1,4
elimination,11,3,1,4,3,1,4
elimination's,13,6,0,6,4,0,4
eliminations,12,6,0,6,3,0,3
elision,7,3,0,3,3,0,3
elision's,9,4,0,4,3,0,3
elisions,8,3,0,3,3,0,3
elite,5,3,2,5,3,2,5
elite's,7,5,0,5,3,0,3
elites,6,4,1,5,4,2,6
elitism,7,5,0,5,4,0,4
elitism's,9,4,1,5,4,0,4
elitist,7,4,0,4,4,0,4
elitist's,9,4,0,4,4,0,4
elitists,8,3,0,3,4,0,4
elixir,6,3,2,5,3,2,5
elixir's,8,5,0,5,4,0,4
